order_id,order_date,customer_id,product_name,category,quantity,unit_price,discount_pct,total_amount,region,channel,order_status
ORD-002319,2024-02-09,CUST-01335,Denim Jeans,Clothing,1,62.81,15,53.39,South,Website,Completed
ORD-002337,2024-02-09,CUST-00532,Sheet Mask Pack,Beauty,1,15.87,0,15.87,East,Website,Completed
ORD-003278,2024-02-10,CUST-00997,Cotton T-Shirt,Clothing,1,29.14,0,29.14,East,Social Media,Refunded
ORD-000600,2024-02-10,CUST-00104,Running Shoes,Clothing,2,97.5,0,195.0,West,Mobile App,Completed
ORD-001650,2024-02-10,CUST-01055,Running Shoes,Clothing,1,73.73,0,73.73,South,Mobile App,Cancelled
ORD-002695,2024-02-10,CUST-00413,Sheet Mask Pack,Beauty,1,13.19,0,13.19,South,Website,Completed
ORD-000619,2024-02-10,CUST-00486,Denim Jeans,Clothing,2,45.59,0,91.18,South,Marketplace,Cancelled
ORD-000245,2024-02-10,CUST-01639,Scented Candle,Home & Kitchen,1,15.89,25,11.92,South,Mobile App,Completed
ORD-002832,2024-02-10,CUST-01484,Sheet Mask Pack,Beauty,2,12.94,0,25.88,West,Website,Completed
ORD-000097,2024-02-10,CUST-01233,Portable Charger,Electronics,2,33.33,0,66.66,East,Mobile App,Cancelled
ORD-003082,2024-02-10,CUST-01773,Scented Candle,Home & Kitchen,1,15.72,0,15.72,Midwest,Website,Completed
ORD-002357,2024-02-10,CUST-00532,Winter Jacket,Clothing,1,96.73,0,96.73,Midwest,Website,Completed
ORD-001370,2024-02-10,CUST-01215,Face Moisturizer,Beauty,2,27.05,0,54.1,International,Website,Cancelled
ORD-003189,2024-02-10,CUST-01754,Plant Pot,Home & Kitchen,2,19.54,10,35.17,East,Website,Completed
ORD-002994,2024-02-10,CUST-01763,Plant Pot,Home & Kitchen,1,16.31,0,16.31,International,Social Media,Cancelled
ORD-002811,2024-02-10,CUST-01229,Hair Oil,Beauty,1,16.35,15,13.9,East,Website,Cancelled
ORD-001622,2024-02-10,CUST-01334,USB-C Cable,Electronics,2,12.1,5,22.99,West,Website,Completed
ORD-002595,2024-02-10,CUST-01955,Hair Oil,Beauty,1,11.86,10,10.67,Midwest,Website,Refunded
ORD-001022,2024-02-10,CUST-01664,USB-C Cable,Electronics,1,11.68,0,11.68,East,Mobile App,Refunded
ORD-003162,2024-02-10,CUST-01013,Hair Oil,Beauty,1,23.18,0,23.18,East,Mobile App,Completed
ORD-002345,2024-02-11,CUST-01271,Phone Case,Electronics,1,32.21,0,32.21,International,Mobile App,Refunded
ORD-000965,2024-02-11,CUST-01314,Lip Balm Set,Beauty,1,11.78,0,11.78,West,Mobile App,Refunded
ORD-002285,2024-02-11,CUST-01188,Cotton T-Shirt,Clothing,1,20.1,0,20.1,West,Email,Completed
ORD-001259,2024-02-11,CUST-01646,Throw Blanket,Home & Kitchen,1,42.05,25,31.54,International,Social Media,Cancelled
ORD-001052,2024-02-11,CUST-01831,Face Moisturizer,Beauty,3,23.29,0,69.87,International,Website,Cancelled
ORD-000393,2024-02-11,CUST-01806,Running Shoes,Clothing,1,77.47,10,69.72,South,Website,Completed
ORD-003243,2024-02-11,CUST-01955,Winter Jacket,Clothing,2,130.47,0,260.94,East,Website,Completed
ORD-000070,2024-02-11,CUST-00710,Denim Jeans,Clothing,1,76.39,25,57.29,West,Website,Completed
ORD-001263,2024-02-11,CUST-00332,Cotton T-Shirt,Clothing,3,30.24,0,90.72,East,Mobile App,Completed
ORD-003029,2024-02-11,CUST-01084,Phone Case,Electronics,1,26.66,0,26.66,East,Website,Completed
ORD-003087,2024-02-11,CUST-01951,Kitchen Scale,Home & Kitchen,1,35.24,10,31.72,East,Email,Cancelled
ORD-003479,2024-02-11,CUST-00848,Lip Balm Set,Beauty,3,10.98,10,29.65,South,Website,Completed
ORD-001367,2024-02-11,CUST-01300,Baseball Cap,Clothing,1,18.19,10,16.37,West,Social Media,Completed
ORD-001833,2024-02-11,CUST-01511,Winter Jacket,Clothing,1,72.25,0,72.25,Midwest,Mobile App,Cancelled
ORD-000364,2024-02-11,CUST-01682,Baseball Cap,Clothing,2,22.95,10,41.31,East,Social Media,Refunded
ORD-001746,2024-02-11,CUST-01105,Throw Blanket,Home & Kitchen,1,45.64,0,45.64,South,Email,Completed
ORD-002737,2024-02-11,CUST-01368,Bluetooth Speaker,Electronics,1,48.77,0,48.77,West,Mobile App,Cancelled
ORD-001546,2024-02-12,CUST-01407,Face Moisturizer,Beauty,1,18.97,0,18.97,East,Social Media,Completed
ORD-000478,2024-02-12,CUST-01198,Kitchen Scale,Home & Kitchen,1,25.34,5,24.07,East,Social Media,Completed
ORD-001698,2024-02-12,CUST-00353,Denim Jeans,Clothing,1,44.97,10,40.47,South,Email,Completed
ORD-003134,2024-02-12,CUST-01703,Running Shoes,Clothing,1,85.28,0,85.28,South,Mobile App,Completed
ORD-001661,2024-02-12,CUST-02033,USB-C Cable,Electronics,1,11.76,5,11.17,West,Website,Completed
ORD-001251,2024-02-12,CUST-00476,Hair Oil,Beauty,1,13.61,10,12.25,South,Mobile App,Completed
ORD-001674,2024-02-12,CUST-01105,Denim Jeans,Clothing,1,43.38,0,43.38,East,Social Media,Completed
ORD-001867,2024-02-12,CUST-01709,Portable Charger,Electronics,1,45.31,0,45.31,International,Mobile App,Completed
ORD-003444,2024-02-12,CUST-02092,Sunscreen SPF 50,Beauty,1,27.21,0,27.21,International,Marketplace,Completed
ORD-000338,2024-02-12,CUST-02054,Phone Case,Electronics,1,19.4,0,19.4,East,Website,Completed
ORD-002830,2024-02-12,CUST-00119,Cotton T-Shirt,Clothing,1,18.13,0,18.13,Midwest,Social Media,Cancelled
ORD-001701,2024-02-12,CUST-00848,Portable Charger,Electronics,1,28.45,0,28.45,Midwest,Email,Cancelled
ORD-000107,2024-02-12,CUST-01467,Kitchen Scale,Home & Kitchen,2,38.85,0,77.7,West,Website,Refunded
ORD-000661,2024-02-12,CUST-00721,Denim Jeans,Clothing,3,80.3,15,204.76,International,Website,Completed
ORD-002555,2024-02-12,CUST-01619,USB-C Cable,Electronics,1,10.44,0,10.44,East,Social Media,Cancelled
ORD-000283,2024-02-12,CUST-01772,Winter Jacket,Clothing,1,102.71,0,102.71,International,Email,Cancelled
ORD-000031,2024-02-12,CUST-01836,USB-C Cable,Electronics,2,10.94,0,21.88,Midwest,Email,Completed
ORD-000745,2024-02-12,CUST-00433,Face Moisturizer,Beauty,1,27.47,0,27.47,Midwest,Social Media,Completed
ORD-000528,2024-02-12,CUST-01329,Bluetooth Speaker,Electronics,1,40.39,10,36.35,East,Mobile App,Completed
ORD-000832,2024-02-12,CUST-00504,Plant Pot,Home & Kitchen,1,12.18,20,9.74,Midwest,Email,Refunded
ORD-001815,2024-02-12,CUST-01955,Sheet Mask Pack,Beauty,2,13.14,0,26.28,International,Social Media,Refunded
ORD-002934,2024-02-12,CUST-01199,Phone Case,Electronics,1,15.27,0,15.27,West,Social Media,Refunded
ORD-002957,2024-02-12,CUST-01147,Scented Candle,Home & Kitchen,2,18.91,25,28.36,South,Mobile App,Refunded
ORD-002015,2024-02-12,CUST-01416,Denim Jeans,Clothing,2,78.89,0,157.78,West,Marketplace,Completed
ORD-001109,2024-02-13,CUST-00409,Running Shoes,Clothing,1,87.18,0,87.18,East,Website,Completed
ORD-000851,2024-02-13,CUST-01917,Phone Case,Electronics,1,31.18,0,31.18,West,Mobile App,Refunded
ORD-002716,2024-02-13,CUST-00662,Hair Oil,Beauty,1,20.89,10,18.8,Midwest,Email,Refunded
ORD-001681,2024-02-13,CUST-01665,USB-C Cable,Electronics,1,14.0,0,14.0,South,Website,Cancelled
ORD-001146,2024-02-13,CUST-00243,Sheet Mask Pack,Beauty,2,10.97,0,21.94,East,Mobile App,Cancelled
ORD-003065,2024-02-13,CUST-00787,Sheet Mask Pack,Beauty,1,13.96,0,13.96,West,Marketplace,Cancelled
ORD-000609,2024-02-13,CUST-00854,Plant Pot,Home & Kitchen,1,15.08,0,15.08,Midwest,Social Media,Completed
ORD-002938,2024-02-13,CUST-01991,Throw Blanket,Home & Kitchen,1,36.23,20,28.98,Midwest,Email,Completed
ORD-001666,2024-02-13,CUST-01730,Face Moisturizer,Beauty,1,26.52,5,25.19,South,Website,Refunded
ORD-000087,2024-02-13,CUST-01543,Scented Candle,Home & Kitchen,2,14.75,0,29.5,West,Website,Refunded
ORD-001224,2024-02-13,CUST-01526,Throw Blanket,Home & Kitchen,1,36.11,10,32.5,East,Website,Cancelled
ORD-003446,2024-02-13,CUST-00558,Face Moisturizer,Beauty,1,19.52,10,17.57,East,Website,Cancelled
ORD-002528,2024-02-13,CUST-00748,Phone Case,Electronics,1,13.96,0,13.96,South,Email,Completed
ORD-000187,2024-02-13,CUST-00536,Phone Case,Electronics,1,13.61,0,13.61,South,Website,Refunded
ORD-000255,2024-02-13,CUST-01701,Bluetooth Speaker,Electronics,1,53.46,0,53.46,West,Social Media,Completed
ORD-002041,2024-02-13,CUST-01907,Lip Balm Set,Beauty,1,11.46,10,10.31,East,Mobile App,Completed
ORD-000708,2024-02-13,CUST-00127,Bluetooth Speaker,Electronics,1,51.39,0,51.39,South,Website,Completed
ORD-003262,2024-02-13,CUST-01323,Bluetooth Speaker,Electronics,2,46.21,0,92.42,South,Website,Completed
ORD-002751,2024-02-14,CUST-00530,Phone Case,Electronics,1,26.53,5,25.2,West,Email,Completed
ORD-001775,2024-02-14,CUST-01547,Winter Jacket,Clothing,2,136.6,0,273.2,West,Social Media,Cancelled
ORD-003456,2024-02-14,CUST-01529,Scented Candle,Home & Kitchen,2,16.3,5,30.97,Midwest,Website,Completed
ORD-002819,2024-02-14,CUST-02086,Scented Candle,Home & Kitchen,1,19.7,5,18.72,International,Mobile App,Completed
ORD-000084,2024-02-14,CUST-01498,Sheet Mask Pack,Beauty,1,15.87,0,15.87,East,Social Media,Completed
ORD-000425,2024-02-14,CUST-01229,Winter Jacket,Clothing,1,102.39,10,92.15,South,Email,Cancelled
ORD-001606,2024-02-14,CUST-01449,Hair Oil,Beauty,1,22.0,10,19.8,South,Mobile App,Completed
ORD-001992,2024-02-14,CUST-01199,Kitchen Scale,Home & Kitchen,2,35.23,0,70.46,East,Website,Completed
ORD-000571,2024-02-14,CUST-00987,Cotton T-Shirt,Clothing,1,15.94,5,15.14,East,Social Media,Completed
ORD-002080,2024-02-14,CUST-01737,Hair Oil,Beauty,1,25.11,0,25.11,East,Social Media,Completed
ORD-000994,2024-02-14,CUST-00447,Kitchen Scale,Home & Kitchen,1,34.0,0,34.0,East,Website,Refunded
ORD-003216,2024-02-14,CUST-00679,Lip Balm Set,Beauty,1,8.96,0,8.96,East,Social Media,Completed
ORD-000221,2024-02-14,CUST-01441,Throw Blanket,Home & Kitchen,1,35.7,0,35.7,West,Email,Refunded
ORD-002857,2024-02-14,CUST-01828,Portable Charger,Electronics,1,30.86,10,27.77,East,Mobile App,Refunded
ORD-002941,2024-02-14,CUST-01845,Scented Candle,Home & Kitchen,1,16.26,20,13.01,South,Social Media,Completed
ORD-002444,2024-02-14,CUST-00204,Kitchen Scale,Home & Kitchen,1,38.47,5,36.55,West,Email,Completed
ORD-000251,2024-02-14,CUST-00461,Phone Case,Electronics,1,18.48,0,18.48,South,Mobile App,Refunded
ORD-002735,2024-02-15,CUST-02052,Denim Jeans,Clothing,1,55.07,0,55.07,West,Email,Refunded
ORD-002251,2024-02-15,CUST-00052,Sunscreen SPF 50,Beauty,1,21.51,0,21.51,South,Mobile App,Completed
ORD-002413,2024-02-15,CUST-01062,Portable Charger,Electronics,1,26.39,0,26.39,Midwest,Website,Completed
ORD-001607,2024-02-15,CUST-00102,Hair Oil,Beauty,1,21.53,25,16.15,Midwest,Mobile App,Completed
ORD-001117,2024-02-15,CUST-00242,Hair Oil,Beauty,1,22.01,5,20.91,Midwest,Mobile App,Cancelled
ORD-000931,2024-02-15,CUST-00002,Baseball Cap,Clothing,1,21.17,0,21.17,East,Website,Cancelled
ORD-001215,2024-02-15,CUST-01349,Lip Balm Set,Beauty,2,12.52,0,25.04,East,Website,Completed
ORD-002310,2024-02-15,CUST-01449,Scented Candle,Home & Kitchen,2,16.79,0,33.58,Midwest,Mobile App,Cancelled
ORD-000771,2024-02-15,CUST-00116,Bluetooth Speaker,Electronics,1,46.12,0,46.12,South,Mobile App,Cancelled
ORD-003155,2024-02-15,CUST-01521,Bluetooth Speaker,Electronics,3,73.38,0,220.14,International,Website,Completed
ORD-003389,2024-02-15,CUST-01081,Scented Candle,Home & Kitchen,1,12.52,20,10.02,West,Mobile App,Cancelled
ORD-003284,2024-02-15,CUST-00711,Denim Jeans,Clothing,2,70.19,0,140.38,East,Website,Completed
ORD-001946,2024-02-15,CUST-00111,Winter Jacket,Clothing,1,116.11,0,116.11,International,Website,Completed
ORD-000415,2024-02-15,CUST-01828,Bluetooth Speaker,Electronics,3,47.06,10,127.06,East,Mobile App,Completed
ORD-002068,2024-02-15,CUST-00532,Hair Oil,Beauty,1,24.75,5,23.51,East,Website,Refunded
ORD-000707,2024-02-15,CUST-00448,Hair Oil,Beauty,1,23.69,10,21.32,West,Website,Completed
ORD-000763,2024-02-15,CUST-01102,Baseball Cap,Clothing,2,13.56,0,27.12,Midwest,Mobile App,Completed
ORD-000682,2024-02-15,CUST-01014,Portable Charger,Electronics,1,35.48,0,35.48,East,Website,Completed
ORD-002247,2024-02-16,CUST-00890,USB-C Cable,Electronics,1,14.73,0,14.73,East,Email,Cancelled
ORD-003333,2024-02-16,CUST-01850,Wireless Earbuds,Electronics,1,61.44,20,49.15,East,Website,Refunded
ORD-002221,2024-02-16,CUST-01080,Bluetooth Speaker,Electronics,1,60.8,0,60.8,East,Email,Completed
ORD-000852,2024-02-16,CUST-01430,Sheet Mask Pack,Beauty,1,16.73,25,12.55,East,Marketplace,Cancelled
ORD-000848,2024-02-16,CUST-00557,Plant Pot,Home & Kitchen,1,25.91,0,25.91,West,Mobile App,Refunded
ORD-001694,2024-02-16,CUST-01242,Kitchen Scale,Home & Kitchen,2,30.91,15,52.55,East,Marketplace,Completed
ORD-002214,2024-02-16,CUST-01465,Portable Charger,Electronics,1,29.0,10,26.1,West,Mobile App,Refunded
ORD-001315,2024-02-16,CUST-00155,Hair Oil,Beauty,1,26.01,0,26.01,East,Website,Refunded
ORD-003200,2024-02-16,CUST-00044,Kitchen Scale,Home & Kitchen,1,35.71,0,35.71,International,Website,Completed
ORD-003352,2024-02-16,CUST-00924,Lip Balm Set,Beauty,1,10.96,0,10.96,International,Website,Refunded
ORD-001917,2024-02-16,CUST-01967,Portable Charger,Electronics,1,37.95,0,37.95,East,Website,Cancelled
ORD-002622,2024-02-16,CUST-00229,Cotton T-Shirt,Clothing,2,23.49,0,46.98,South,Website,Completed
ORD-001883,2024-02-16,CUST-01547,USB-C Cable,Electronics,1,8.66,10,7.79,South,Mobile App,Completed
ORD-002806,2024-02-16,CUST-00955,Throw Blanket,Home & Kitchen,2,35.83,0,71.66,East,Email,Completed
ORD-002897,2024-02-16,CUST-00796,Kitchen Scale,Home & Kitchen,1,23.05,0,23.05,Midwest,Email,Cancelled
ORD-001293,2024-02-16,CUST-01055,Wireless Earbuds,Electronics,2,61.16,10,110.09,Midwest,Email,Completed
ORD-001398,2024-02-16,CUST-01306,Portable Charger,Electronics,1,47.67,0,47.67,International,Website,Refunded
ORD-000907,2024-02-16,CUST-01352,Baseball Cap,Clothing,1,13.1,0,13.1,Midwest,Mobile App,Completed
ORD-003496,2024-02-16,CUST-00521,Wireless Earbuds,Electronics,1,86.63,0,86.63,West,Website,Completed
ORD-000042,2024-02-16,CUST-00717,Running Shoes,Clothing,1,66.48,0,66.48,Midwest,Website,Completed
ORD-002855,2024-02-16,CUST-00228,Kitchen Scale,Home & Kitchen,2,25.32,0,50.64,East,Mobile App,Refunded
ORD-002464,2024-02-16,CUST-00476,Kitchen Scale,Home & Kitchen,2,18.08,0,36.16,Midwest,Marketplace,Refunded
ORD-000737,2024-02-16,CUST-00045,Plant Pot,Home & Kitchen,1,14.55,0,14.55,Midwest,Website,Completed
ORD-003005,2024-02-17,CUST-01055,Portable Charger,Electronics,1,40.09,0,40.09,West,Email,Cancelled
ORD-002932,2024-02-17,CUST-01084,Throw Blanket,Home & Kitchen,1,31.65,5,30.07,South,Mobile App,Refunded
ORD-001882,2024-02-17,CUST-00694,Lip Balm Set,Beauty,2,10.27,0,20.54,West,Website,Cancelled
ORD-002021,2024-02-17,CUST-00176,Cotton T-Shirt,Clothing,2,20.95,0,41.9,West,Social Media,Completed
ORD-002355,2024-02-17,CUST-00848,Lip Balm Set,Beauty,1,9.15,0,9.15,Midwest,Email,Completed
ORD-000445,2024-02-17,CUST-01687,Plant Pot,Home & Kitchen,2,20.59,0,41.18,Midwest,Mobile App,Refunded
ORD-000396,2024-02-17,CUST-00522,Kitchen Scale,Home & Kitchen,1,28.57,10,25.71,West,Social Media,Completed
ORD-000967,2024-02-17,CUST-01967,Baseball Cap,Clothing,1,24.43,0,24.43,East,Website,Completed
ORD-003163,2024-02-17,CUST-00262,Phone Case,Electronics,1,22.73,0,22.73,Midwest,Marketplace,Refunded
ORD-003073,2024-02-17,CUST-01016,Bluetooth Speaker,Electronics,1,34.19,0,34.19,Midwest,Website,Completed
ORD-001170,2024-02-17,CUST-00537,Portable Charger,Electronics,1,31.41,15,26.7,Midwest,Marketplace,Completed
ORD-001782,2024-02-17,CUST-00747,Face Moisturizer,Beauty,1,22.88,0,22.88,South,Social Media,Refunded
ORD-001853,2024-02-17,CUST-00532,Sunscreen SPF 50,Beauty,1,17.0,0,17.0,South,Mobile App,Completed
ORD-002111,2024-02-17,CUST-00572,Baseball Cap,Clothing,1,18.53,0,18.53,West,Mobile App,Completed
ORD-001725,2024-02-17,CUST-01465,Coffee Mug Set,Home & Kitchen,1,24.23,15,20.6,East,Email,Completed
ORD-003053,2024-02-17,CUST-01665,Coffee Mug Set,Home & Kitchen,1,23.09,0,23.09,South,Website,Completed
ORD-000140,2024-02-17,CUST-00465,Throw Blanket,Home & Kitchen,1,43.93,0,43.93,Midwest,Marketplace,Completed
ORD-002341,2024-02-17,CUST-01665,Sunscreen SPF 50,Beauty,1,24.6,0,24.6,International,Mobile App,Completed
ORD-000785,2024-02-17,CUST-00234,Baseball Cap,Clothing,2,13.7,10,24.66,South,Website,Refunded
ORD-000509,2024-02-17,CUST-01465,Lip Balm Set,Beauty,1,9.77,15,8.3,South,Website,Refunded
ORD-002842,2024-02-17,CUST-00885,Scented Candle,Home & Kitchen,1,12.26,0,12.26,West,Mobile App,Completed
ORD-000515,2024-02-17,CUST-00859,Baseball Cap,Clothing,2,19.18,0,38.36,Midwest,Website,Completed
ORD-002675,2024-02-17,CUST-01089,USB-C Cable,Electronics,2,11.65,0,23.3,Midwest,Website,Completed
ORD-001451,2024-02-17,CUST-00199,Bluetooth Speaker,Electronics,1,39.4,0,39.4,South,Website,Completed
ORD-003301,2024-02-17,CUST-00674,Running Shoes,Clothing,1,93.91,0,93.91,West,Mobile App,Completed
ORD-001362,2024-02-17,CUST-02072,Coffee Mug Set,Home & Kitchen,1,19.44,0,19.44,Midwest,Mobile App,Completed
ORD-002490,2024-02-17,CUST-01387,Denim Jeans,Clothing,1,48.43,0,48.43,Midwest,Mobile App,Cancelled
ORD-001845,2024-02-18,CUST-01959,Plant Pot,Home & Kitchen,1,21.75,5,20.66,West,Website,Completed
ORD-002662,2024-02-18,CUST-00628,Winter Jacket,Clothing,2,106.56,25,159.84,West,Website,Completed
ORD-003035,2024-02-18,CUST-00532,Throw Blanket,Home & Kitchen,2,46.73,0,93.46,East,Mobile App,Refunded
ORD-000943,2024-02-18,CUST-01044,Lip Balm Set,Beauty,1,9.48,0,9.48,West,Social Media,Completed
ORD-002736,2024-02-18,CUST-02092,Scented Candle,Home & Kitchen,2,10.68,0,21.36,Midwest,Website,Completed
ORD-001254,2024-02-18,CUST-00274,Lip Balm Set,Beauty,1,11.55,0,11.55,South,Mobile App,Completed
ORD-001859,2024-02-18,CUST-01644,Portable Charger,Electronics,1,34.98,20,27.98,Midwest,Mobile App,Refunded
ORD-002821,2024-02-18,CUST-02089,Sunscreen SPF 50,Beauty,2,24.69,0,49.38,West,Marketplace,Completed
ORD-001008,2024-02-18,CUST-00314,Plant Pot,Home & Kitchen,2,17.28,0,34.56,Midwest,Social Media,Completed
ORD-001321,2024-02-18,CUST-00532,Sunscreen SPF 50,Beauty,2,23.62,0,47.24,East,Website,Completed
ORD-001456,2024-02-18,CUST-00585,Cotton T-Shirt,Clothing,1,26.7,5,25.36,East,Email,Completed
ORD-001613,2024-02-18,CUST-01913,Throw Blanket,Home & Kitchen,1,48.07,0,48.07,East,Mobile App,Completed
ORD-001611,2024-02-18,CUST-01665,Sunscreen SPF 50,Beauty,1,23.62,0,23.62,West,Website,Completed
ORD-002082,2024-02-18,CUST-01801,Sheet Mask Pack,Beauty,1,20.39,0,20.39,International,Website,Completed
ORD-000862,2024-02-18,CUST-01955,Face Moisturizer,Beauty,1,28.76,5,27.32,East,Mobile App,Completed
ORD-000716,2024-02-18,CUST-00440,Portable Charger,Electronics,1,29.07,10,26.16,West,Social Media,Completed
ORD-001706,2024-02-18,CUST-01105,Plant Pot,Home & Kitchen,2,21.02,0,42.04,East,Website,Completed
ORD-001186,2024-02-18,CUST-01682,Winter Jacket,Clothing,2,143.53,0,287.06,West,Mobile App,Completed
ORD-001673,2024-02-19,CUST-00402,Scented Candle,Home & Kitchen,1,15.25,0,15.25,International,Email,Cancelled
ORD-002390,2024-02-19,CUST-00051,Baseball Cap,Clothing,1,18.54,0,18.54,West,Email,Refunded
ORD-002058,2024-02-19,CUST-00532,USB-C Cable,Electronics,2,10.64,10,19.15,East,Marketplace,Refunded
ORD-003095,2024-02-19,CUST-01009,Lip Balm Set,Beauty,3,7.68,0,23.04,Midwest,Website,Completed
ORD-002270,2024-02-19,CUST-00463,Sheet Mask Pack,Beauty,1,18.61,0,18.61,East,Email,Completed
ORD-000453,2024-02-19,CUST-00523,Bluetooth Speaker,Electronics,1,45.74,0,45.74,South,Mobile App,Completed
ORD-001527,2024-02-19,CUST-01561,Bluetooth Speaker,Electronics,2,50.97,0,101.94,East,Social Media,Refunded
ORD-001695,2024-02-19,CUST-01893,Scented Candle,Home & Kitchen,2,18.78,10,33.8,West,Mobile App,Completed
ORD-000816,2024-02-19,CUST-00659,Scented Candle,Home & Kitchen,1,13.57,0,13.57,West,Website,Completed
ORD-003004,2024-02-19,CUST-00533,Running Shoes,Clothing,1,71.27,10,64.14,West,Mobile App,Completed
ORD-002459,2024-02-19,CUST-01080,Bluetooth Speaker,Electronics,2,63.4,0,126.8,West,Mobile App,Completed
ORD-000704,2024-02-19,CUST-00470,Sheet Mask Pack,Beauty,2,12.73,0,25.46,West,Mobile App,Refunded
ORD-000286,2024-02-19,CUST-00951,USB-C Cable,Electronics,3,12.41,0,37.23,South,Marketplace,Completed
ORD-003299,2024-02-19,CUST-01543,Bluetooth Speaker,Electronics,1,61.95,0,61.95,East,Social Media,Completed
ORD-000784,2024-02-19,CUST-00231,Hair Oil,Beauty,1,19.3,0,19.3,East,Mobile App,Completed
ORD-002621,2024-02-19,CUST-01055,Coffee Mug Set,Home & Kitchen,1,26.03,0,26.03,East,Website,Completed
ORD-000004,2024-02-20,CUST-01845,Bluetooth Speaker,Electronics,1,40.93,0,40.93,Midwest,Website,Completed
ORD-001834,2024-02-20,CUST-00532,Face Moisturizer,Beauty,1,23.46,15,19.94,West,Marketplace,Completed
ORD-001965,2024-02-20,CUST-00582,Hair Oil,Beauty,1,27.93,0,27.93,West,Marketplace,Refunded
ORD-002714,2024-02-20,CUST-00141,Hair Oil,Beauty,1,18.97,0,18.97,West,Mobile App,Completed
ORD-002534,2024-02-20,CUST-00164,Denim Jeans,Clothing,1,58.21,10,52.39,International,Website,Completed
ORD-001605,2024-02-20,CUST-00187,Phone Case,Electronics,1,16.93,10,15.24,South,Social Media,Cancelled
ORD-002090,2024-02-20,CUST-01793,Portable Charger,Electronics,1,30.39,10,27.35,Midwest,Mobile App,Completed
ORD-003240,2024-02-20,CUST-01560,Plant Pot,Home & Kitchen,1,28.04,0,28.04,International,Website,Cancelled
ORD-002457,2024-02-20,CUST-01727,Face Moisturizer,Beauty,1,30.76,15,26.15,West,Website,Completed
ORD-000724,2024-02-20,CUST-00365,Baseball Cap,Clothing,1,16.16,20,12.93,East,Website,Completed
ORD-002510,2024-02-20,CUST-01164,Denim Jeans,Clothing,2,56.81,0,113.62,Midwest,Email,Completed
ORD-001271,2024-02-20,CUST-01958,Scented Candle,Home & Kitchen,1,9.75,0,9.75,Midwest,Mobile App,Cancelled
ORD-000192,2024-02-20,CUST-01979,Sunscreen SPF 50,Beauty,1,25.09,15,21.33,West,Website,Refunded
ORD-002645,2024-02-20,CUST-00523,Hair Oil,Beauty,2,27.97,0,55.94,West,Email,Completed
ORD-002869,2024-02-20,CUST-00241,Winter Jacket,Clothing,1,129.93,0,129.93,West,Social Media,Refunded
ORD-003124,2024-02-20,CUST-01298,Winter Jacket,Clothing,1,99.51,0,99.51,East,Website,Completed
ORD-003098,2024-02-20,CUST-01357,Denim Jeans,Clothing,1,52.22,0,52.22,East,Mobile App,Completed
ORD-003350,2024-02-20,CUST-01458,Sunscreen SPF 50,Beauty,2,19.16,0,38.32,Midwest,Marketplace,Refunded
ORD-002027,2024-02-20,CUST-01030,Coffee Mug Set,Home & Kitchen,3,17.81,0,53.43,West,Website,Completed
ORD-000480,2024-02-20,CUST-00897,Kitchen Scale,Home & Kitchen,1,24.83,0,24.83,West,Website,Completed
ORD-000909,2024-02-20,CUST-00532,Lip Balm Set,Beauty,2,12.59,0,25.18,East,Email,Completed
ORD-002902,2024-02-20,CUST-01105,Throw Blanket,Home & Kitchen,1,38.76,0,38.76,International,Website,Completed
ORD-000330,2024-02-21,CUST-01852,Phone Case,Electronics,1,17.86,0,17.86,East,Mobile App,Completed
ORD-003010,2024-02-21,CUST-00371,Coffee Mug Set,Home & Kitchen,2,22.05,0,44.1,West,Mobile App,Cancelled
ORD-000288,2024-02-21,CUST-00155,Bluetooth Speaker,Electronics,1,40.37,25,30.28,East,Social Media,Completed
ORD-001354,2024-02-21,CUST-00726,Kitchen Scale,Home & Kitchen,1,31.0,0,31.0,East,Mobile App,Completed
ORD-001956,2024-02-21,CUST-01780,Sunscreen SPF 50,Beauty,2,18.5,0,37.0,East,Mobile App,Refunded
ORD-003236,2024-02-21,CUST-01485,Scented Candle,Home & Kitchen,1,11.34,20,9.07,East,Website,Completed
ORD-001282,2024-02-21,CUST-00563,Coffee Mug Set,Home & Kitchen,1,20.98,15,17.83,Midwest,Email,Completed
ORD-000406,2024-02-21,CUST-00002,Plant Pot,Home & Kitchen,1,22.36,20,17.89,International,Website,Completed
ORD-000649,2024-02-21,CUST-02006,Face Moisturizer,Beauty,2,20.07,10,36.13,West,Website,Completed
ORD-003248,2024-02-21,CUST-01158,Sunscreen SPF 50,Beauty,2,19.38,0,38.76,West,Mobile App,Completed
ORD-001051,2024-02-21,CUST-00415,Winter Jacket,Clothing,1,88.73,0,88.73,East,Mobile App,Cancelled
ORD-001222,2024-02-21,CUST-00393,Running Shoes,Clothing,1,73.38,0,73.38,West,Website,Completed
ORD-001010,2024-02-21,CUST-01323,Throw Blanket,Home & Kitchen,2,38.08,0,76.16,West,Mobile App,Completed
ORD-002114,2024-02-21,CUST-00257,Winter Jacket,Clothing,2,98.81,5,187.74,South,Website,Refunded
ORD-003086,2024-02-21,CUST-01089,Throw Blanket,Home & Kitchen,2,44.44,0,88.88,South,Email,Completed
ORD-000775,2024-02-21,CUST-00569,Hair Oil,Beauty,1,20.89,10,18.8,South,Email,Cancelled
